Search type: State

Dicot

Accepted Symbol,Synonym Symbol,Scientific Name,Common Name
CRCA,CRFO3,Crataegus fontanesiana (Spach) Steud.,
CRCA,CRCAG,Crataegus calpodendron (Ehrh.) Medik. var. gigantea Kruschke,
CRCA,CRCAH,"Crataegus calpodendron (Ehrh.) Medik. var. hispida (Sarg.) Palmer, database artifact",
CRCA,CRCAM2,Crataegus calpodendron (Ehrh.) Medik. var. microcarpa (Chapm.) Palmer,
CRCA,CRCAM3,Crataegus calpodendron (Ehrh.) Medik. var. mollicula (Sarg.) Palmer,
CRCA,CRCH6,Crataegus chapmanii (Beadle) Ashe,
CRCA,CRGL9,Crataegus globosa Sarg.,
CRCH,,Crataegus chrysocarpa Ashe,fireberry hawthorn
CRCHC2,,Crataegus chrysocarpa Ashe var. chrysocarpa,red haw
CRCHC2,CRBR14,Crataegus brunetiana Sarg.,
CRCHC2,CRAB4,Crataegus aboriginum Sarg.,
CRCHC2,CRCA19,Crataegus caliciglabrata Schuette,
CRCHC2,CRBRF,Crataegus brunetiana Sarg. var. fernaldii (Sarg.) Palmer,
CRCHC2,CRCO31,Crataegus coccinata Sarg.,
CRCHC2,CRCHA,Crataegus chrysocarpa Ashe var. aboriginum (Sarg.) Kruschke,
CRCHC2,CRCHL,Crataegus chrysocarpa Ashe var. longiacuminata Kruschke,
CRCHC2,CRCHP,Crataegus chrysocarpa Ashe var. phoenicea Palmer,
CRCHC2,CRCOC2,Crataegus columbiana Howell var. chrysocarpa (Ashe) Dorn,
CRCHC2,CRCHR,Crataegus chrysocarpa Ashe var. rotundifolia (Moench) Sarg.,
CRCHC2,CRDO4,Crataegus doddsii Ramaley,
CRCHC2,CRCO,Crataegus coccinea L. p.p.,
CRCHC2,CRIL3,Crataegus illuminata Sarg.,
CRCHC2,CRFA4,Crataegus faxonii Sarg.,
CRCHC2,CRME10,Crataegus mercerensis Sarg.,
CRCHC2,CRFAP,Crataegus faxonii Sarg. var. praecoqua (Sarg.) Kruschke,
CRCHC2,CRPU11,Crataegus putnamiana Sarg.,
CRCHC2,CRFAD,Crataegus faxonii Sarg. var. durifrucata Kruschke,
CRCHC2,CRSIG,Crataegus sicca Sarg. var. glabrifolia (Sarg.) Palmer,
CRCHC2,CRJA6,Crataegus jackii Sarg.,
CRCHC2,CRSU11,Crataegus subrotundifolia Sarg.,
CRCHC2,CRFAP2,Crataegus faxonii Sarg. var. praetermissa (Sarg.) Palmer,
CRCHC2,CRKE4,Crataegus keepii Sarg.,
CRCHC2,CRSI8,Crataegus sicca Sarg.,
CRCHC2,CRLAB,Crataegus laurentiana Sarg. var. brunetiana (Sarg.) Kruschke,
CRCHC2,CRLAD,Crataegus laurentiana Sarg. var. dissimilifolia Kruschke,
CRCHC2,CRRO12,"Crataegus rotundifolia Moench p.p., non Lamb.",
CRCO2,,Crataegus coccinioides Ashe,Kansas hawthorn
CRCO26,,Crataegus compacta Sarg.,clustered hawthorn
CRCO7,CRLE10,Crataegus levis Sarg.,
CRCO7,,Crataegus compta Sarg.,adorned hawthorn
CRCO7,CRMI11,Crataegus milleri Sarg.,
CRCR2,,Crataegus crus-galli L.,cockspur hawthorn
CRCR2,CRACI,Crataegus acutifolia Sarg. var. insignis (Sarg.) Palmer,
CRCR2,CRBA8,Crataegus barrettiana Sarg.,
CRCR2,CRAL4,Crataegus algens Beadle,
CRCR2,CRAC5,Crataegus acutifolia Sarg.,
CRCR2,CRBU,Crataegus bushii Sarg.,
CRCR2,CRCO16,Crataegus cocksii Sarg.,
CRCR2,CRCA21,Crataegus canbyi Sarg.,
CRCR2,CRCH7,Crataegus cherokeensis Sarg.,
CRCR2,CRCRB,Crataegus crus-galli L. var. barrettiana (Sarg.) Palmer,
CRCR2,CRCRL,Crataegus crus-galli L. var. leptophylla (Sarg.) Palmer,
CRCR2,CRCRE2,Crataegus crus-galli L. var. exigua (Sarg.) Eggl.,
CRCR2,CRCRC2,Crataegus crus-galli L. var. capillata Sarg.,
CRCR2,CRCRB2,Crataegus crus-galli L. var. bellica (Sarg.) Palmer,
CRCR2,CRCRP,Crataegus crus-galli L. var. pachyphylla (Sarg.) Palmer,
CRCR2,CRDA2,Crataegus danielsii Palmer,
CRCR2,CRCRM,Crataegus crus-galli L. var. macra (Beadle) Palmer,
CRCR2,CRCRO,Crataegus crus-galli L. var. oblongata Sarg.,
CRCR2,CRMO10,Crataegus mohrii Beadle,
CRCR2,CRFE5,Crataegus fecunda Sarg.,
CRCR2,CRDE5,Crataegus denaria Beadle,
CRCR2,CRCRP2,Crataegus crus-galli L. var. pyracanthifolia Aiton,
CRCR2,CRPA11,Crataegus palliata Sarg.,
CRCR2,CRFO6,Crataegus fontanesiana auct. non (Spach) Steud.,
CRCR2,CRSC5,Crataegus schizophylla Eggl.,
CRCR2,CRHA5,Crataegus hannibalensis Palmer,
CRCR2,CRPE8,Crataegus permixta Palmer,
CRCR2,CROP5,Crataegus operta Ashe,
CRCR2,CRSI9,Crataegus signata Beadle,
CRCR2,CRSA,Crataegus sabineana Ashe,
CRCR2,CRRE6,Crataegus regalis Beadle,
CRCR2,CRPA12,Crataegus palmeri Sarg.,
CRCR2,CRUN3,Crataegus uniqua Sarg.,
CRCR2,CRTA3,Crataegus tantula Sarg.,
CRCR2,CRREP,Crataegus regalis Beadle var. paradoxa (Sarg.) Palmer,
CRCR2,CRPY2,Crataegus pyracanthoides Beadle,
CRCR2,CRVA4,Crataegus vallicola Sarg.,
CRCR2,CRTR10,Crataegus triumphalis Sarg.,
CRCR2,CRSU12,Crataegus subpilosa Sarg.,
CRCR2,CRTE10,Crataegus tenax Ashe,
CRDE3,,Crataegus desueta Sarg.,New York hawthorn
CRDE3,CRDEW,Crataegus desueta Sarg. var. wausaukiensis Kruschke,
CRDI,CRCOL,Crataegus coccinioides Ashe var. locuples (Sarg.) Kruschke,
CRDI,,Crataegus dilatata Sarg.,broadleaf hawthorn
CRDI,CRCO29,Crataegus conspecta Sarg.,
CRDI,CRLO2,Crataegus locuples Sarg.,
CRDI4,CRCU4,Crataegus cuneiformis (Marshall) Eggl.,
CRDI4,CRPE11,Crataegus peoriensis Sarg.,
CRDI4,CRCO23,Crataegus ×collicola Ashe,
CRDI4,,Crataegus disperma Ashe,spreading hawthorn
CRDI4,CRDIP,Crataegus disperma Ashe var. peoriensis (Sarg.) Kruschke,
CRDI4,CRCOC3,Crataegus collina Chapm. var. collicola (Ashe) Palmer,
CRDI4,CRPUP,Crataegus punctata Jacq. var. pausiaca (Ashe) Palmer,
CRDI4,CRPA16,Crataegus ×pausiaca Ashe,
CRDI9,,Crataegus dispessa Ashe,mink hawthorn
CRDI10,CRIN20,Crataegus incisa Sarg.,
CRDI10,CRFR4,Crataegus franklinensis Sarg.,
CRDI10,CRDI13,Crataegus disjuncta Sarg.,
CRDI10,,Crataegus dissona Sarg.,northern hawthorn
CRDI10,CRRE7,Crataegus relicta Sarg.,
CRDI10,CRPRB,Crataegus pruinosa (Wendl. f.) K. Koch var. brachypoda (Sarg.) Palmer,
CRDI10,CRDIB,Crataegus dissona Sarg. var. bellula (Sarg.) Kruschke,
CRDI10,CRPRD,Crataegus pruinosa (Wendl. f.) K. Koch var. delawarensis (Sarg.) Palmer,
CRDI10,CRPRD2,Crataegus pruinosa (Wendl. f.) K. Koch var. dissona (Sarg.) Eggl.,
CRDO3,CRDE6,Crataegus delosii Sarg.,
CRDO3,,Crataegus dodgei Ashe,Dodge's hawthorn
CRDO3,CRDOR,Crataegus dodgei Ashe var. rotundata (Sarg.) Kruschke,
CRDO3,CRDOF,Crataegus dodgei Ashe var. flavida (Sarg.) P.G. Sm. & Phipps,
CRDO3,CRFL9,Crataegus flavida Sarg.,
CRDO3,CRCR13,Crataegus crassifolia Sarg.,
CRDO3,CRMI14,Crataegus minutiflora Sarg.,
CRDO3,CRRO7,Crataegus rotundata Sarg.,
CREN,CRBE9,Crataegus berberifolia auct. non Torr. & A. Gray,
CREN,CRSU13,Crataegus sublobulata Sarg.,
CREN,,Crataegus engelmannii Sarg.,Engelmann's hawthorn
CREN,CRENS,Crataegus engelmannii Sarg. var. sinistra (Beadle) Palmer,
CRFL,CRFLD,Crataegus flabellata (Bosc ex Spach) K. Koch var. densiflora (Sarg.) Kruschke,
CRFL,CRDE14,Crataegus densiflora Sarg.,
CRFL,CRFLG,Crataegus flabellata (Bosc ex Spach) K. Koch var. grayana (Eggl.) Palmer,
CRFL,,Crataegus flabellata (Bosc ex Spach) K. Koch,fanleaf hawthorn
CRFL,CRGR9,Crataegus grayana Eggl.,
CRFU2,CRFUC,Crataegus fulleriana Sarg. var. chippewaensis (Sarg.) Kruschke,
CRFU2,,Crataegus fulleriana Sarg.,Fuller's hawthorn
CRFU2,CRHOM,Crataegus holmesiana Ashe var. magniflora (Sarg.) Palmer,
CRFU2,CRCO30,Crataegus confragosa Sarg.,
CRFU2,CRHOC,Crataegus holmesiana Ashe var. chippewaensis (Sarg.) Palmer,
CRFU2,CRFUG,Crataegus fulleriana Sarg. var. gigantea Kruschke,
CRFU2,CRIL,Crataegus illecebrosa Sarg.,
CRFU2,CRFUM,Crataegus fulleriana Sarg. var. miranda (Sarg.) Kruschke,
CRFU2,CRMA24,Crataegus magniflora Sarg.,
CRGR13,,Crataegus grandis Ashe,grand hawthorn
CRHO5,CRHOV2,Crataegus holmesiana Ashe var. villipes,
CRHO5,,Crataegus holmesiana Ashe,Holmes' hawthorn
CRHO5,CRVI12,Crataegus villipes (Ashe) Ashe,
CRHO5,CRHOA,Crataegus holmesiana Ashe var. amicta (Ashe) Palmer,
CRIN3,CRFO5,Crataegus foetida Ashe,
CRIN3,,Crataegus intricata Lange,Copenhagen hawthorn
CRIN3,CRBO2,Crataegus boyntonii Beadle,
CRIN3,CRBI5,Crataegus biltmoreana Beadle,
CRIN3,CRINN,Crataegus intricata Lange var. neobushii (Sarg.) Kruschke,
CRIN3,CRCO18,Crataegus coccinea auct. non L.,
CRIN3,CRINS,Crataegus intricata Lange var. straminea (Beadle) Palmer,
CRIN3,CRBIS,Crataegus biltmoreana Beadle var. stonei (Sarg.) Kruschke,
CRIN3,CRNE4,Crataegus neobushii Sarg.,
CRIN3,CRINR,Crataegus intricata Lange var. rubella (Beadle) Kruschke,
CRIN3,CROU2,Crataegus ouachitensis Palmer,
CRIN3,CRFO4,Crataegus fortunata Sarg.,
CRIN3,CRPA13,Crataegus padifolia Sarg.,
CRIN3,CRPA15,Crataegus pallens Beadle,
CRIN3,CROUM,Crataegus ouachitensis Palmer var. minor,
CRIN3,CRHO6,Crataegus horseyi Palmer,
CRIN3,CRPA19,Crataegus pagensis Sarg.,
CRIN3,CRRU7,Crataegus rubella Beadle,
CRIN3,CRST10,Crataegus straminea Beadle,
CRIN3,CRINB,Crataegus intricata Lange var. boyntonii (Beadle) Kruschke,
CRIN3,CRPAI,Crataegus padifolia Sarg. var. incarnata,
CRIN3,CRST9,Crataegus stonei Sarg.,
CRIR,CRIRD,Crataegus iracunda Beadle var. diffusa (Sarg.) Kruschke,
CRIR,CRIRB,Crataegus iracunda Beadle var. brumalis (Ashe) Kruschke,
CRIR,,Crataegus iracunda Beadle,stolonbearing hawthorn
CRIR,CRBR10,Crataegus brumalis Ashe,
CRIR,CRIRS2,Crataegus iracunda Beadle var. stolonifera (Sarg.) Kruschke,
CRIR,CRPO8,Crataegus populnea Ashe,
CRIR,CRBE7,Crataegus beckwithiae Sarg.,
CRIR,CRIRS,Crataegus iracunda Beadle var. silvicola (Beadle) Palmer,
CRIR,CRMAD,Crataegus macrosperma Ashe var. demissa (Sarg.) Eggl.,
CRIR,CRST11,Crataegus stolonifera Sarg.,
CRIR,CRIRP,Crataegus iracunda Beadle var. populnea (Ashe) Kruschke,
CRIR2,,Crataegus irrasa Sarg.,Blanchard's hawthorn
CRIR2,CRMA9,Crataegus mansfieldensis Sarg.,
CRIR2,CROA2,Crataegus oakesiana Eggl.,
CRIR2,CRIRB2,Crataegus irrasa Sarg. var. blanchardii (Sarg.) Eggl.,
CRJE,CRFI2,Crataegus filipes Ashe,
CRJE,,Crataegus jesupii Sarg.,Jesup's hawthorn
CRJO3,,Crataegus jonesiae Sarg.,Miss Jones' hawthorn
CRJO3,CRHA8,Crataegus harryi Sarg.,
CRJO3,CRLA5,Crataegus laurentiana Sarg.,
CRJO3,CRJOB,Crataegus jonesiae Sarg. var. brownietta (Sarg.) Kruschke,
CRJO3,CRJOH,Crataegus jonesiae Sarg. var. harryi (Sarg.) Kruschke,
CRKN,,Crataegus knieskerniana Sarg.,Knieskern's hawthorn
CRLU,,Crataegus lucorum Sarg.,grove hawthorn
CRLU,CRIN24,Crataegus insolens Sarg.,
CRLU3,CRDOL,Crataegus dodgei Ashe var. lumaria (Ashe) Sarg.,
CRLU3,,Crataegus lumaria Ashe,roundleaf hawthorn
CRLU3,CRCA20,Crataegus caesariata Sarg.,
CRLU3,CRCHC,Crataegus chrysocarpa Ashe var. caesariata (Sarg.) Palmer,
CRMA3,,Crataegus macrosperma Ashe,bigfruit hawthorn
CRMA3,CRCH8,Crataegus chadsfordiana Sarg.,
CRMA3,CRMAE,Crataegus macrosperma Ashe var. eganii (Ashe) Kruschke,
CRMA3,CRFL22,Crataegus fluviatilis Sarg.,
CRMA3,CRMAA,Crataegus macrosperma Ashe var. acutiloba (Sarg.) Eggl.,
CRMA3,CRMAR,Crataegus macrosperma Ashe var. roanensis (Ashe) Palmer,
CRMA3,CRMAP4,Crataegus macrosperma Ashe var. pentandra (Sarg.) Eggl.,
CRMA3,CRFR5,Crataegus fretalis Sarg.,
CRMA3,CRRO8,Crataegus roanensis Ashe,
CRMA3,CRROH,Crataegus roanensis Ashe var. heidelbergensis (Sarg.) Kruschke,
CRMA3,CROR6,Crataegus oreophila R.W. Lance,
CRMA3,CRMAM2,Crataegus macrosperma Ashe var. matura (Sarg.) Eggl.,
CRMA3,CRROF,Crataegus roanensis Ashe var. fluviatilis (Sarg.) Kruschke,
CRMA3,CRMAP2,Crataegus macrosperma Ashe var. pastora (Sarg.) Eggl.,
CRMA3,CRRA4,Crataegus randiana Sarg.,
CRMA4,CREV2,Crataegus evansiana Sarg.,
CRMA4,,Crataegus margarettiae Ashe,Margarett's hawthorn
CRMA4,CRMAA2,Crataegus margarettiae Ashe var. angustifolia Palmer,
CRMA4,CRMAM3,Crataegus margarettiae Ashe var. meiophylla (Sarg.) Palmer,
CRMA4,CRMAB,Crataegus margarettiae Ashe var. brownii (Britton) Sarg.,
CRME6,,Crataegus menandiana Sarg.,Menand's hawthorn
CRMO2,CRAR9,Crataegus arkansana Sarg.,
CRMO2,CRAL7,Crataegus albicans Ashe,
CRMO2,CRGR10,Crataegus gravida Beadle,
CRMO2,,Crataegus mollis Scheele,downy hawthorn
CRMO2,CRIN23,Crataegus invisa Sarg.,
CRMO2,CRBR9,Crataegus brachyphylla Sarg.,
CRMO2,CRMOD,Crataegus mollis Scheele var. dumetosa (Sarg.) Kruschke,
CRMO2,CRMOI,Crataegus mollis Scheele var. incisifolia Kruschke,
CRMO2,CRLI8,Crataegus limaria Sarg.,
CRMO2,CRCI4,Crataegus cibaria Beadle,
CRMO2,CRMOS2,Crataegus mollis Scheele var. sera (Sarg.) Eggl.,
CRMO2,CRIN22,Crataegus induta Sarg.,
CRMO2,CRNO3,Crataegus noelensis Sarg.,
CRMO2,CRLA,Crataegus lacera Sarg.,
CRMO2,CRPL4,"Crataegus placens Sarg., nom. inq.",
CRMO2,CRMOG2,Crataegus mollis Scheele var. gigantea Kruschke,
CRMO2,CRPEA,Crataegus pedicellata Sarg. var. albicans (Ashe) Palmer,
CRMO3,,Crataegus monogyna Jacq.,oneseed hawthorn
CRMO3,CROX2,"Crataegus oxyacantha L., nom. utique rej.",
CRMO3,CRCU2,Crataegus curvisepala auct. non Lindm.,
CRMO3,CROXP,Crataegus oxyacantha L. var. paulii (Rehder) Rehder,
CROP3,CRBEO,Crataegus beata Sarg. var. opulens (Sarg.) Palmer,
CROP3,,Crataegus opulens Sarg.,Rochester hawthorn
CRPE,CREL5,Crataegus ellwangeriana Sarg.,
CRPE,CRAU,Crataegus aulica Sarg.,
CRPE,CRLE11,Crataegus letchworthiana Sarg.,
CRPE,,Crataegus pedicellata Sarg.,scarlet hawthorn
CRPE,CRPEA2,Crataegus pedicellata Sarg. var. assurgens (Sarg.) Palmer,
CRPE,CRCA25,Crataegus caesa Ashe,
CRPE,CRPEC,Crataegus pedicellata Sarg. var. caesa (Ashe) Kruschke,
CRPE,CRHA6,Crataegus habereri Sarg.,
CRPE,CRPER,Crataegus pedicellata Sarg. var. robesoniana (Sarg.) Palmer,
CRPE,CRPEE,Crataegus pedicellata Sarg. var. ellwangeriana (Sarg.) Eggl.,
CRPE,CRPES,Crataegus pedicellata Sarg. var. sertata (Sarg.) Kruschke,
CRPE3,,Crataegus pennsylvanica Ashe,Pennsylvania hawthorn
CRPE3,CRTA4,Crataegus tatnalliana Sarg.,
CRPE7,,Crataegus perjucunda Sarg.,pearthorn
CRPE6,CRLA8,Crataegus laetifica Sarg.,
CRPE6,,Crataegus persimilis Sarg.,plumleaf hawthorn
CRPE6,CRPR80,Crataegus prunifolia Pers.,
CRPH,CRPO10,Crataegus populifolia Walter,
CRPH,,Crataegus phaenopyrum (L. f.) Medik.,Washington hawthorn
CRPH,CRCO20,"Crataegus cordata Aiton, nom. utique rej.",
CRPH,CRYO2,Crataegus youngii Sarg.,
CRPR,CRPRL,Crataegus pringlei Sarg. var. lobulata (Sarg.) Eggl.,
CRPR,,Crataegus pringlei Sarg.,Pringle's hawthorn
CRPR,CRPRE,Crataegus pringlei Sarg. var. exclusa (Sarg.) Eggl.,
CRPR5,,Crataegus prona Ashe,Illinois hawthorn
CRPR5,CRGR11,Crataegus gravis Ashe,
CRPR2,,Crataegus pruinosa (Wendl. f.) K. Koch,waxyfruit hawthorn
CRPR2,CRCO38,Crataegus cognata Sarg.,
CRPR2,CRGA3,Crataegus gaudens Sarg.,
CRPR2,CRAS5,Crataegus aspera Sarg.,
CRPR2,CRPRC3,Crataegus pruinosa (Wendl. f.) K. Koch var. cognata (Sarg.) Phipps,
CRPR2,CRDE7,Crataegus deltoides Ashe,
CRPR2,CRGAR,Crataegus gattingeri Ashe var. rigida Palmer,
CRPR2,CRCO21,Crataegus congesta Sarg.,
CRPR2,CRPRG,Crataegus pruinosa (Wendl. f.) K. Koch var. grandiflora Kruschke,
CRPR2,CRGA4,Crataegus gattingeri Ashe,
CRPR2,CRLE12,Crataegus lecta Sarg.,
CRPR2,CRCR14,Crataegus crawfordiana Sarg.,
CRPR2,CRPRP3,Crataegus pruinosa (Wendl. f.) K. Koch var. porteri (Britton) Eggl.,
CRPR2,CRGE5,Crataegus georgiana Sarg.,
CRPR2,CRLE13,Crataegus leiophylla Sarg.,
CRPR2,CRFO7,Crataegus formosa Sarg.,
CRPR2,CRPRR,Crataegus pruinosa (Wendl. f.) K. Koch var. rugosa (Ashe) Kruschke,
CRPR2,CRLI9,Crataegus littoralis Sarg.,
CRPR2,CRMA15,Crataegus mackenziei Sarg.,
CRPR2,CRMAA3,Crataegus mackenziei Sarg. var. aspera (Sarg.) Palmer,
CRPR2,CRVI10,Crataegus vicinalis Beadle,
CRPR2,CRPO9,Crataegus porteri Britton,
CRPR2,CRPOC,Crataegus porteri Britton var. caerulescens (Sarg.) Palmer,
CRPR2,CRMAB2,Crataegus mackenziei Sarg. var. bracteata (Sarg.) Palmer,
CRPR2,CRPRL2,Crataegus pruinosa (Wendl. f.) K. Koch var. latisepala (Sarg.) Eggl.,
CRPR2,CRPRP2,Crataegus pruinosa (Wendl. f.) K. Koch var. parvula (Sarg.) Phipps,
CRPR2,CRPRP,Crataegus pruinosa (Wendl. f.) K. Koch var. pachypoda (Sarg.) Palmer,
CRPR2,CRPA14,Crataegus parvula Sarg.,
CRPR2,CRRU8,Crataegus rugosa Ashe,
CRPR2,CRVI9,Crataegus virella Ashe,
CRPR2,CRPL2,Crataegus platycarpa Sarg.,
CRPR2,CRPRC,Crataegus pruinosa (Wendl. f.) K. Koch var. congesta (Sarg.) Phipps,
CRPR2,CRPRC2,Crataegus pruinosa (Wendl. f.) K. Koch var. conjuncta (Sarg.) Eggl.,
CRPR2,CRPRL3,Crataegus pruinosa (Wendl. f.) K. Koch var. leiophylla (Sarg.) Phipps,
CRPR2,CRPRV,Crataegus pruinosa (Wendl. f.) K. Koch var. virella (Ashe) Kruschke,
CRPU,CRCOS2,Crataegus collina Chapm. var. secta (Sarg.) Palmer,
CRPU,CRCOS3,Crataegus collina Chapm. var. sordida (Sarg.) Palmer,
CRPU,CRCOS4,Crataegus collina Chapm. var. succincta (Sarg.) Palmer,
CRPU,,Crataegus punctata Jacq.,dotted hawthorn
CRPU,CRFA2,Crataegus fastosa Sarg.,
CRPU,CRPUA,Crataegus punctata Jacq. var. aurea Aiton,
CRPU,CRPUC,Crataegus punctata Jacq. var. canescens Britton,
CRPU,CRCO22,Crataegus collina Chapm.,
CRPU,CRPUM,Crataegus punctata Jacq. var. microphylla Sarg.,
CRPU,CRVE12,Crataegus verruculosa Sarg.,
CRSC80,CRBA10,Crataegus balkwillii Sarg.,
CRSC80,,Crataegus scabrida Sarg.,rough hawthorn
CRSC80,CRSCE,Crataegus scabrida Sarg. var. egglestonii (Sarg.) Kruschke,
CRSC80,CRIM5,Crataegus improvisa Sarg.,
CRSC80,CRBRA,Crataegus brainerdii Sarg. var. asperifolia (Sarg.) Eggl.,
CRSC80,CRBRE,Crataegus brainerdii Sarg. var. egglestonii (Sarg.) B.L. Rob.,
CRSC80,CRSCH,Crataegus scabrida Sarg. var. hadleyana (Sarg.) Phipps,
CRSC80,CRPI6,Crataegus pinguis Sarg.,
CRSC80,CRBRC,Crataegus brainerdii Sarg. var. cyclophylla (Sarg.) Palmer,
CRSC80,CRBRS,Crataegus brainerdii Sarg. var. scabrida (Sarg.) Eggl.,
CRSC80,CRSCH2,Crataegus scabrida Sarg. var. honesta (Sarg.) Kruschke,
CRSC80,CRHA7,Crataegus hadleyana Sarg.,
CRSC80,CRDU80,Crataegus dunbarii Sarg.,
CRSC80,CRSCI,Crataegus scabrida Sarg. var. improvisa (Sarg.) Phipps,
CRSC80,CRIT,Crataegus iterata Sarg.,
CRSC80,CRSCA,Crataegus scabrida Sarg. var. asperifolia (Sarg.) Kruschke,
CRSC80,CRSCB,Crataegus scabrida Sarg. var. balkwillii (Sarg.) Phipps,
CRSC80,CRSCC,Crataegus scabrida Sarg. var. cyclophylla (Sarg.) Kruschke,
CRSC80,CRSCD,Crataegus scabrida Sarg. var. dunbarii (Sarg.) Kruschke,
CRSC4,CRFE8,Crataegus ferrissii Ashe,
CRSC4,,Crataegus schuettei Ashe,Schuette's hawthorn
CRSC4,CRAL8,Crataegus alnorum Sarg.,
CRSC4,CRSCB2,Crataegus schuettei Ashe var. basilica (Beadle) Phipps,
CRSC4,CRSCF,Crataegus schuettei Ashe var. ferrissii (Ashe) Kruschke,
CRSC4,CRBA9,Crataegus basilica Beadle,
CRSC4,CRSCG,Crataegus schuettei Ashe var. gigantea Kruschke,
CRSC4,CRSCC2,Crataegus schuettei Ashe var. cuneata Kruschke,
CRSC4,CRTO7,Crataegus tortilis Ashe,
CRSP6,,Crataegus spissa Sarg.,Essex hawthorn
CRSU2,,Crataegus submollis Sarg.,Quebec hawthorn
CRSU2,CRCH80,Crataegus champlainensis Sarg.,
CRSU3,CRNE6,Crataegus neobaxteri Sarg.,
CRSU3,,Crataegus suborbiculata Sarg.,Caughuawaga hawthorn
CRSU3,CRSUS,Crataegus suborbiculata Sarg. var. saundersiana (Sarg.) Kruschke,
CRSU3,CRDU2,Crataegus durobrivensis Sarg.,
CRSU3,CRKE5,Crataegus kellermanii Sarg.,
CRSU3,CRSA10,Crataegus saundersiana Sarg.,
CRSU5,CRCOO,Crataegus columbiana Howell var. occidentalis (Britton) Dorn,
CRSU5,CRCE2,Crataegus celsa Sarg.,
CRSU5,CRAR10,Crataegus ardula Sarg.,
CRSU5,,Crataegus succulenta Schrad. ex Link,fleshy hawthorn
CRSU5,CRFL10,Crataegus florifera Sarg.,
CRSU5,CRFE6,Crataegus ferta Sarg.,
CRSU5,CRBI7,Crataegus bicknellii Eggl.,
CRSU5,CRAM6,Crataegus ambrosia Sarg.,
CRSU5,CRFLS,Crataegus florifera Sarg. var. shirleyensis (Sarg.) Kruschke,
CRSU5,CRMAC,Crataegus macracantha Lodd. ex Loudon var. colorado (Ashe) Kruschke,
CRSU5,CRCHB,Crataegus chrysocarpa Ashe var. bicknellii (Eggl.) Palmer,
CRSU5,CRIN11,Crataegus integriloba Sarg.,
CRSU5,CRIN27,Crataegus incerta Sarg.,
CRSU5,CRMAD2,Crataegus macracantha Lodd. ex Loudon var. divida (Sarg.) Kruschke,
CRSU5,CRDI15,Crataegus divida Sarg.,
CRSU5,CRLE14,Crataegus leucantha Laughlin,
CRSU5,CRLA12,Crataegus laxiflora Sarg.,
CRSU5,CRPE9,Crataegus pertomentosa Ashe,
CRSU5,CRFLC,Crataegus florifera Sarg. var. celsa (Sarg.) Kruschke,
CRSU5,CRMAI,Crataegus macracantha Lodd. ex Loudon var. integriloba (Sarg.) Kruschke,
CRSU5,CRMAO,Crataegus macracantha Lodd. ex Loudon var. occidentalis (Britton) Eggl.,
CRSU5,CRSA11,Crataegus saeva Sarg.,
CRSU5,CRFLM,Crataegus florifera Sarg. var. mortonis (Laughlin) Kruschke,
CRSU5,CRMO12,Crataegus mortonis Laughlin,
CRSU5,CRMAP3,Crataegus macracantha Lodd. ex Loudon var. pertomentosa (Ashe) Kruschke,
CRSU5,CRSUM2,Crataegus succulenta Schrad. ex Link var. michiganensis (Ashe) Palmer,
CRSU5,CRFLV,Crataegus florifera Sarg. var. virilis (Sarg.) Kruschke,
CRSU5,CRSI10,Crataegus silvestris Sarg.,
CRSU5,CRNE5,Crataegus neofluvialis Ashe,
CRSU5,CRSUR,Crataegus succulenta Schrad. ex Link var. rutila (Sarg.) Kruschke,
CRSU5,CRGE2,Crataegus gemmosa Sarg.,
CRSU5,CRSUL,Crataegus succulenta Schrad. ex Link var. laxiflora (Sarg.) Kruschke,
CRSU5,CRSUG,Crataegus succulenta Schrad. ex Link var. gemmosa (Sarg.) Kruschke,
CRSU5,CRSUM,Crataegus succulenta Schrad. ex Link var. macracantha (Lodd. ex Loudon) Eggl.,
CRSU5,CRMA14,Crataegus macracantha Lodd. ex Loudon,
CRSU5,CRSUN,Crataegus succulenta Schrad. ex Link var. neofluvialis (Ashe) Palmer,
CRSU5,CRSUO,Crataegus succulenta Schrad. ex Link var. occidentalis Britton,
CRSU5,CRPI5,Crataegus pisifera Sarg.,
CRSU5,CRSUP,Crataegus succulenta Schrad. ex Link var. pertomentosa (Ashe) Palmer,
CRSU5,CRSH4,Crataegus shirleyensis Sarg.,
CRSU5,CRSUP2,Crataegus succulenta Schrad. ex Link var. pisifera (Sarg.) Kruschke,
CRSU5,CRSY,Crataegus sylvestris Sarg.,
CRSU5,CRVE8,Crataegus venulosa Sarg.,
CRSU5,CRVI11,Crataegus virilis Sarg.,
CRUN,,Crataegus uniflora Münchh.,dwarf hawthorn
CRUN,CRGR8,Crataegus gregalis Beadle,
CRUN,CRCH2,Crataegus choriophylla Sarg.,
CRUN,CRBI4,Crataegus bisulcata Ashe,
CRUN,CRRA5,Crataegus raleighensis Ashe,
CRXA,,Crataegus xanthophylla Sarg.,buffalo hawthorn
CREPI,,Crepis L.,hawksbeard
CRBI3,,Crepis biennis L.,rough hawksbeard
CRCA3,,Crepis capillaris (L.) Wallr.,smooth hawksbeard
CRSE2,,Crepis setosa Haller f.,bristly hawksbeard
CRTE3,,Crepis tectorum L.,narrowleaf hawksbeard
